Sensor,Value,stamp
TGS2602,0.964477122,"2024-02-28 04:50:35.000000"
TGS2612,0.964764237,"2024-02-28 04:50:36.000000"
MQ9,inf,"2024-02-28 04:50:36.000000"
MQ10,inf,"2024-02-28 04:50:37.000000"
MQ11,inf,"2024-02-28 04:50:37.000000"
TGS2620,0.966253102,"2024-02-28 04:50:38.000000"
TGS2603,0.118161924,"2024-02-28 04:50:38.000000"
TGS2610,0.327570528,"2024-02-28 04:50:38.000000"
TGS2611,0.665434361,"2024-02-28 04:50:39.000000"
MQ12,inf,"2024-02-28 04:50:39.000000"
,inf,"2024-02-28 04:50:41.000000"
MQ5,inf,"2024-02-28 04:50:42.000000"
MQ6,inf,"2024-02-28 04:50:42.000000"
MQ7,inf,"2024-02-28 04:50:42.000000"
MQ8,inf,"2024-02-28 04:50:43.000000"
TGS2600,0.962376237,"2024-02-28 04:50:43.000000"
TGS2602,0.964477122,"2024-02-28 04:50:44.000000"
TGS2612,0.964764237,"2024-02-28 04:50:44.000000"
MQ9,inf,"2024-02-28 04:50:45.000000"
MQ10,inf,"2024-02-28 04:50:45.000000"
MQ11,inf,"2024-02-28 04:50:46.000000"
TGS2620,0.966253102,"2024-02-28 04:50:46.000000"
TGS2603,0.118161924,"2024-02-28 04:50:47.000000"
TGS2610,0.327570528,"2024-02-28 04:50:47.000000"
TGS2611,0.332717180,"2024-02-28 04:50:48.000000"
MQ12,inf,"2024-02-28 04:50:48.000000"
,inf,"2024-02-28 04:50:51.000000"
MQ5,inf,"2024-02-28 04:50:51.000000"
MQ6,inf,"2024-02-28 04:50:52.000000"
MQ7,inf,"2024-02-28 04:50:52.000000"
MQ8,inf,"2024-02-28 04:50:53.000000"
TGS2600,0.968316853,"2024-02-28 04:50:53.000000"
TGS2602,0.970430672,"2024-02-28 04:50:54.000000"
TGS2612,0.970719576,"2024-02-28 04:50:54.000000"
MQ9,inf,"2024-02-28 04:50:54.000000"
MQ10,inf,"2024-02-28 04:50:55.000000"
MQ11,inf,"2024-02-28 04:50:55.000000"
TGS2620,0.966253102,"2024-02-28 04:50:56.000000"
TGS2603,0.118161924,"2024-02-28 04:50:56.000000"
TGS2610,0.327570528,"2024-02-28 04:50:56.000000"
TGS2611,0.499075770,"2024-02-28 04:50:57.000000"
MQ12,inf,"2024-02-28 04:50:57.000000"
,inf,"2024-02-28 04:51:00.000000"
MQ5,inf,"2024-02-28 04:51:00.000000"
MQ6,inf,"2024-02-28 04:51:00.000000"
MQ7,inf,"2024-02-28 04:51:01.000000"
MQ8,inf,"2024-02-28 04:51:01.000000"
TGS2600,0.968316853,"2024-02-28 04:51:02.000000"
TGS2602,0.970430672,"2024-02-28 04:51:02.000000"
TGS2612,0.970719576,"2024-02-28 04:51:03.000000"
MQ9,inf,"2024-02-28 04:51:03.000000"
MQ10,inf,"2024-02-28 04:51:04.000000"
MQ11,inf,"2024-02-28 04:51:04.000000"
TGS2620,0.966253102,"2024-02-28 04:51:05.000000"
TGS2603,0.078774616,"2024-02-28 04:51:05.000000"
TGS2610,0.163785264,"2024-02-28 04:51:06.000000"
TGS2611,0.499075770,"2024-02-28 04:51:06.000000"
MQ12,inf,"2024-02-28 04:51:07.000000"
,inf,"2024-02-28 04:51:09.000000"
MQ5,inf,"2024-02-28 04:51:09.000000"
MQ6,inf,"2024-02-28 04:51:10.000000"
MQ7,inf,"2024-02-28 04:51:11.000000"
MQ8,inf,"2024-02-28 04:51:11.000000"
TGS2600,0.968316853,"2024-02-28 04:51:12.000000"
TGS2602,1.029966354,"2024-02-28 04:51:12.000000"
TGS2612,0.970719576,"2024-02-28 04:51:13.000000"
MQ9,inf,"2024-02-28 04:51:13.000000"
MQ10,inf,"2024-02-28 04:51:14.000000"
MQ11,inf,"2024-02-28 04:51:14.000000"
